order_id,client_id,product_id,order_date,quantity,unit_price
O00190,C0092,P040,2024-06-10,8,1411.93
O00190,C0092,P007,2024-06-10,3,3049.89
O00190,C0092,P015,2024-06-10,8,600.83
O00191,C0058,P001,2024-08-08,10,222.55
O00191,C0058,P004,2024-08-08,9,526.0
O00191,C0058,P013,2024-08-08,7,1461.57
O00191,C0058,P042,2024-08-08,2,4394.2
O00191,C0058,P028,2024-08-08,5,3214.85
O00192,C0031,P007,2024-11-09,10,3049.89
O00192,C0031,P012,2024-11-09,8,3520.88
O00192,C0031,P032,2024-11-09,2,3084.74
O00193,C0015,P030,2024-04-15,3,1126.58
O00193,C0015,P001,2024-04-15,5,222.55
O00193,C0015,P026,2024-04-15,7,4291.06
O00193,C0015,P013,2024-04-15,1,1461.57
O00194,C0079,P013,2024-11-10,2,1461.57
O00194,C0079,P021,2024-11-10,9,4164.08
O00194,C0079,P034,2024-11-10,6,900.67
O00195,C0009,P028,2024-09-15,1,3214.85
O00195,C0009,P040,2024-09-15,7,1411.93
O00195,C0009,P026,2024-09-15,6,4291.06
O00195,C0009,P002,2024-09-15,5,1299.97
O00195,C0009,P044,2024-09-15,1,2038.6
O00196,C0046,P018,2024-05-16,2,3675.69
O00197,C0099,P037,2024-07-06,3,4229.97
O00197,C0099,P017,2024-07-06,8,3058.26
O00197,C0099,P003,2024-07-06,8,3708.71
O00197,C0099,P028,2024-07-06,3,3214.85
O00197,C0099,P041,2024-07-06,3,4574.37
O00198,C0009,P002,2025-03-02,6,1299.97
O00198,C0009,P011,2025-03-02,5,3818.16
O00198,C0009,P040,2025-03-02,9,1411.93
O00198,C0009,P045,2025-03-02,7,800.07
O00199,C0070,P013,2025-03-30,1,1461.57
O00199,C0070,P038,2025-03-30,6,1222.34
O00199,C0070,P010,2025-03-30,5,2987.4
O00199,C0070,P018,2025-03-30,2,3675.69
O00200,C0048,P045,2024-05-24,3,800.07
O00200,C0048,P038,2024-05-24,8,1222.34
O00200,C0048,P045,2024-05-24,8,800.07
O00200,C0048,P020,2024-05-24,6,486.12
O00201,C0067,P041,2024-10-06,10,4574.37
O00201,C0067,P037,2024-10-06,3,4229.97
O00201,C0067,P004,2024-10-06,9,526.0
O00202,C0038,P006,2024-05-25,8,1171.33
O00202,C0038,P017,2024-05-25,10,3058.26
O00202,C0038,P015,2024-05-25,7,600.83
O00203,C0022,P018,2024-12-17,7,3675.69
O00203,C0022,P003,2024-12-17,5,3708.71
O00203,C0022,P044,2024-12-17,1,2038.6
O00203,C0022,P018,2024-12-17,2,3675.69
O00204,C0086,P019,2025-02-27,3,711.65
O00204,C0086,P041,2025-02-27,10,4574.37
O00204,C0086,P034,2025-02-27,8,900.67
O00204,C0086,P048,2025-02-27,1,2199.33
O00205,C0017,P012,2024-06-08,6,3520.88
O00206,C0047,P048,2024-10-20,6,2199.33
O00206,C0047,P002,2024-10-20,6,1299.97
O00206,C0047,P008,2024-10-20,8,1074.3
O00206,C0047,P023,2024-10-20,2,2929.03
O00207,C0074,P027,2025-04-07,5,1962.62
O00207,C0074,P020,2025-04-07,4,486.12
O00208,C0015,P037,2025-01-13,8,4229.97
O00209,C0067,P046,2024-08-01,4,1308.47
O00209,C0067,P006,2024-08-01,10,1171.33
O00209,C0067,P039,2024-08-01,5,4044.72
O00209,C0067,P036,2024-08-01,8,1176.11
O00210,C0026,P007,2024-10-24,2,3049.89
O00211,C0058,P045,2025-01-08,2,800.07
O00211,C0058,P023,2025-01-08,6,2929.03
O00212,C0086,P036,2024-07-25,5,1176.11
O00212,C0086,P028,2024-07-25,3,3214.85
O00212,C0086,P015,2024-07-25,3,600.83
O00213,C0047,P012,2024-09-18,6,3520.88
O00213,C0047,P050,2024-09-18,9,4986.9
O00213,C0047,P040,2024-09-18,10,1411.93
O00213,C0047,P012,2024-09-18,6,3520.88
O00213,C0047,P025,2024-09-18,8,3888.03
O00214,C0071,P031,2025-02-28,5,3538.92
O00214,C0071,P005,2025-02-28,7,255.74
O00215,C0092,P027,2024-10-14,6,1962.62
O00215,C0092,P039,2024-10-14,2,4044.72
O00215,C0092,P042,2024-10-14,8,4394.2
O00215,C0092,P004,2024-10-14,8,526.0
O00216,C0088,P018,2024-10-10,3,3675.69
O00216,C0088,P044,2024-10-10,7,2038.6
O00216,C0088,P040,2024-10-10,9,1411.93
O00216,C0088,P032,2024-10-10,1,3084.74
O00216,C0088,P010,2024-10-10,2,2987.4
O00217,C0067,P016,2024-07-13,4,573.91
O00217,C0067,P009,2024-07-13,6,2155.65
O00218,C0067,P043,2024-10-04,9,1141.87
O00218,C0067,P013,2024-10-04,5,1461.57
O00218,C0067,P032,2024-10-04,3,3084.74
O00219,C0081,P031,2024-11-10,10,3538.92
O00219,C0081,P005,2024-11-10,10,255.74
O00219,C0081,P033,2024-11-10,3,2717.29
O00220,C0022,P037,2024-06-05,1,4229.97
O00220,C0022,P031,2024-06-05,2,3538.92
O00220,C0022,P043,2024-06-05,1,1141.87
O00220,C0022,P029,2024-06-05,10,897.01
O00220,C0022,P042,2024-06-05,5,4394.2
O00221,C0084,P039,2024-09-05,1,4044.72
O00221,C0084,P021,2024-09-05,8,4164.08
O00222,C0081,P015,2024-06-23,5,600.83
O00222,C0081,P048,2024-06-23,8,2199.33
O00222,C0081,P025,2024-06-23,2,3888.03
O00222,C0081,P041,2024-06-23,1,4574.37
O00222,C0081,P035,2024-06-23,3,1422.74
O00223,C0057,P025,2025-04-03,6,3888.03
O00223,C0057,P011,2025-04-03,6,3818.16
O00223,C0057,P031,2025-04-03,7,3538.92
O00223,C0057,P016,2025-04-03,3,573.91
O00224,C0098,P026,2024-11-28,2,4291.06
O00224,C0098,P006,2024-11-28,5,1171.33
O00224,C0098,P013,2024-11-28,8,1461.57
O00225,C0032,P005,2024-10-24,7,255.74
O00225,C0032,P015,2024-10-24,10,600.83
O00226,C0054,P049,2025-01-24,6,2057.06
O00226,C0054,P046,2025-01-24,10,1308.47
O00227,C0093,P010,2025-03-17,8,2987.4
O00227,C0093,P008,2025-03-17,8,1074.3
O00227,C0093,P050,2025-03-17,5,4986.9
O00228,C0064,P005,2024-06-02,7,255.74
O00229,C0065,P049,2025-03-11,8,2057.06
O00229,C0065,P011,2025-03-11,10,3818.16
O00229,C0065,P018,2025-03-11,8,3675.69
O00229,C0065,P003,2025-03-11,5,3708.71
O00230,C0069,P043,2024-05-07,7,1141.87
O00231,C0018,P037,2024-07-26,7,4229.97
O00231,C0018,P039,2024-07-26,1,4044.72
O00231,C0018,P019,2024-07-26,10,711.65
O00232,C0072,P019,2025-02-04,7,711.65
O00232,C0072,P015,2025-02-04,9,600.83
O00233,C0058,P014,2025-02-10,7,4790.34
O00233,C0058,P050,2025-02-10,6,4986.9
O00233,C0058,P035,2025-02-10,6,1422.74
O00233,C0058,P006,2025-02-10,9,1171.33
O00233,C0058,P049,2025-02-10,6,2057.06
O00234,C0097,P010,2025-03-07,9,2987.4
O00234,C0097,P026,2025-03-07,1,4291.06
O00235,C0006,P007,2024-09-18,6,3049.89
O00236,C0061,P023,2024-08-19,3,2929.03
O00236,C0061,P031,2024-08-19,7,3538.92
O00236,C0061,P026,2024-08-19,10,4291.06
O00236,C0061,P017,2024-08-19,5,3058.26
O00236,C0061,P031,2024-08-19,10,3538.92
O00237,C0044,P042,2025-04-07,6,4394.2
O00237,C0044,P027,2025-04-07,6,1962.62
O00237,C0044,P036,2025-04-07,2,1176.11
O00237,C0044,P015,2025-04-07,7,600.83
O00237,C0044,P041,2025-04-07,10,4574.37
O00238,C0040,P030,2025-02-09,5,1126.58
O00239,C0084,P029,2024-10-24,10,897.01
O00239,C0084,P037,2024-10-24,7,4229.97
O00239,C0084,P030,2024-10-24,3,1126.58
O00239,C0084,P009,2024-10-24,4,2155.65
O00239,C0084,P032,2024-10-24,1,3084.74
O00240,C0074,P010,2024-07-22,8,2987.4
O00241,C0041,P008,2025-02-22,8,1074.3
O00241,C0041,P035,2025-02-22,1,1422.74
O00241,C0041,P021,2025-02-22,3,4164.08
O00241,C0041,P039,2025-02-22,9,4044.72
O00242,C0027,P017,2024-04-10,9,3058.26
O00242,C0027,P034,2024-04-10,6,900.67
O00242,C0027,P027,2024-04-10,9,1962.62
O00242,C0027,P016,2024-04-10,6,573.91
O00242,C0027,P009,2024-04-10,5,2155.65
O00243,C0079,P010,2024-07-28,5,2987.4
O00243,C0079,P013,2024-07-28,5,1461.57
O00243,C0079,P028,2024-07-28,4,3214.85
O00243,C0079,P012,2024-07-28,8,3520.88
O00244,C0041,P018,2025-01-16,2,3675.69
O00244,C0041,P047,2025-01-16,10,2740.99
O00244,C0041,P040,2025-01-16,9,1411.93
O00244,C0041,P014,2025-01-16,7,4790.34
O00245,C0051,P048,2024-08-03,5,2199.33
O00245,C0051,P041,2024-08-03,2,4574.37
O00245,C0051,P015,2024-08-03,6,600.83
O00246,C0057,P038,2025-03-01,5,1222.34
O00246,C0057,P011,2025-03-01,9,3818.16
O00246,C0057,P042,2025-03-01,5,4394.2
O00247,C0018,P031,2024-11-23,10,3538.92
O00248,C0031,P003,2024-11-21,4,3708.71
O00248,C0031,P046,2024-11-21,4,1308.47
O00249,C0007,P021,2024-12-22,8,4164.08
O00250,C0013,P001,2024-10-17,3,222.55
O00250,C0013,P028,2024-10-17,7,3214.85
O00251,C0084,P024,2025-03-12,1,324.54
O00251,C0084,P010,2025-03-12,2,2987.4
O00251,C0084,P049,2025-03-12,10,2057.06
O00251,C0084,P017,2025-03-12,4,3058.26
O00252,C0069,P046,2024-06-06,3,1308.47
O00253,C0054,P047,2024-09-30,7,2740.99
O00253,C0054,P002,2024-09-30,8,1299.97
O00254,C0024,P044,2024-11-05,2,2038.6
O00254,C0024,P001,2024-11-05,6,222.55
O00254,C0024,P029,2024-11-05,5,897.01
O00255,C0059,P027,2024-10-15,2,1962.62
O00255,C0059,P045,2024-10-15,6,800.07
O00255,C0059,P007,2024-10-15,3,3049.89
O00255,C0059,P026,2024-10-15,8,4291.06
O00255,C0059,P014,2024-10-15,5,4790.34
O00256,C0092,P001,2024-08-22,5,222.55
O00256,C0092,P017,2024-08-22,10,3058.26
O00257,C0087,P009,2024-08-17,7,2155.65
O00257,C0087,P043,2024-08-17,7,1141.87
O00258,C0066,P005,2024-11-10,3,255.74
O00258,C0066,P034,2024-11-10,8,900.67
O00258,C0066,P010,2024-11-10,6,2987.4
O00259,C0032,P014,2025-01-31,4,4790.34
O00260,C0058,P048,2024-11-07,1,2199.33
O00260,C0058,P016,2024-11-07,5,573.91
O00260,C0058,P037,2024-11-07,6,4229.97
O00261,C0089,P004,2024-09-03,5,526.0
O00261,C0089,P006,2024-09-03,3,1171.33
O00262,C0052,P047,2024-10-03,5,2740.99
O00262,C0052,P045,2024-10-03,6,800.07
O00262,C0052,P039,2024-10-03,10,4044.72
O00262,C0052,P035,2024-10-03,4,1422.74
O00262,C0052,P032,2024-10-03,4,3084.74
O00263,C0018,P008,2025-04-07,9,1074.3
O00263,C0018,P038,2025-04-07,8,1222.34
O00263,C0018,P031,2025-04-07,9,3538.92
O00263,C0018,P021,2025-04-07,4,4164.08
O00264,C0098,P035,2024-08-12,2,1422.74
O00264,C0098,P030,2024-08-12,9,1126.58
O00265,C0058,P036,2025-03-13,9,1176.11
O00265,C0058,P004,2025-03-13,4,526.0
O00265,C0058,P029,2025-03-13,10,897.01
O00265,C0058,P004,2025-03-13,9,526.0
O00265,C0058,P028,2025-03-13,3,3214.85
O00266,C0022,P043,2024-06-22,10,1141.87
O00266,C0022,P023,2024-06-22,8,2929.03
O00266,C0022,P035,2024-06-22,2,1422.74
O00267,C0066,P041,2025-01-05,1,4574.37
O00267,C0066,P023,2025-01-05,9,2929.03
O00267,C0066,P026,2025-01-05,8,4291.06
O00267,C0066,P023,2025-01-05,5,2929.03
O00268,C0093,P020,2024-07-11,1,486.12
O00269,C0096,P029,2024-11-18,6,897.01
O00269,C0096,P003,2024-11-18,2,3708.71
O00270,C0070,P047,2024-09-05,2,2740.99
O00271,C0061,P015,2024-07-09,3,600.83
O00272,C0099,P039,2025-03-08,7,4044.72
O00272,C0099,P049,2025-03-08,6,2057.06
O00273,C0049,P044,2025-02-05,9,2038.6
O00273,C0049,P046,2025-02-05,3,1308.47
O00273,C0049,P019,2025-02-05,6,711.65
O00273,C0049,P035,2025-02-05,2,1422.74
O00274,C0023,P020,2024-09-16,5,486.12
O00274,C0023,P007,2024-09-16,8,3049.89
O00274,C0023,P049,2024-09-16,9,2057.06
O00274,C0023,P042,2024-09-16,7,4394.2
O00274,C0023,P038,2024-09-16,9,1222.34
O00275,C0049,P013,2024-04-26,5,1461.57
O00275,C0049,P018,2024-04-26,4,3675.69
O00276,C0093,P002,2024-08-11,7,1299.97
O00277,C0079,P013,2025-01-24,2,1461.57
O00278,C0013,P002,2024-10-10,7,1299.97
O00278,C0013,P030,2024-10-10,8,1126.58
O00278,C0013,P036,2024-10-10,4,1176.11
O00278,C0013,P003,2024-10-10,9,3708.71
O00278,C0013,P038,2024-10-10,4,1222.34
O00279,C0097,P008,2025-01-08,5,1074.3
O00280,C0030,P016,2025-03-30,3,573.91
O00280,C0030,P030,2025-03-30,9,1126.58
O00280,C0030,P034,2025-03-30,4,900.67
O00280,C0030,P017,2025-03-30,7,3058.26
O00280,C0030,P016,2025-03-30,5,573.91
O00281,C0036,P028,2025-02-19,10,3214.85
O00282,C0095,P032,2024-09-05,8,3084.74
O00282,C0095,P022,2024-09-05,1,4438.71
O00283,C0045,P040,2024-09-06,7,1411.93
O00283,C0045,P016,2024-09-06,3,573.91
O00283,C0045,P021,2024-09-06,9,4164.08
O00283,C0045,P008,2024-09-06,8,1074.3
O00284,C0031,P016,2024-12-23,8,573.91
O00284,C0031,P036,2024-12-23,1,1176.11
O00285,C0072,P049,2025-02-11,4,2057.06
O00285,C0072,P028,2025-02-11,6,3214.85
O00285,C0072,P007,2025-02-11,2,3049.89
O00285,C0072,P013,2025-02-11,8,1461.57
O00286,C0048,P027,2025-02-22,4,1962.62
O00287,C0007,P019,2024-12-19,2,711.65
O00287,C0007,P031,2024-12-19,4,3538.92
O00287,C0007,P002,2024-12-19,10,1299.97
O00288,C0093,P011,2024-06-08,4,3818.16
O00288,C0093,P011,2024-06-08,4,3818.16
O00288,C0093,P046,2024-06-08,2,1308.47
O00288,C0093,P016,2024-06-08,8,573.91
O00288,C0093,P046,2024-06-08,4,1308.47
O00289,C0090,P036,2024-10-19,8,1176.11
O00289,C0090,P020,2024-10-19,9,486.12
O00289,C0090,P012,2024-10-19,6,3520.88
O00289,C0090,P017,2024-10-19,5,3058.26
O00289,C0090,P015,2024-10-19,5,600.83
O00290,C0047,P045,2024-04-24,6,800.07
O00290,C0047,P024,2024-04-24,4,324.54
O00290,C0047,P041,2024-04-24,6,4574.37
O00290,C0047,P037,2024-04-24,6,4229.97
O00290,C0047,P039,2024-04-24,7,4044.72
O00291,C0006,P044,2024-05-29,7,2038.6
O00291,C0006,P038,2024-05-29,5,1222.34
O00291,C0006,P001,2024-05-29,3,222.55
O00291,C0006,P028,2024-05-29,4,3214.85
O00291,C0006,P030,2024-05-29,6,1126.58
O00292,C0030,P029,2024-10-22,6,897.01
O00292,C0030,P013,2024-10-22,5,1461.57
O00292,C0030,P028,2024-10-22,8,3214.85
O00292,C0030,P048,2024-10-22,8,2199.33
O00293,C0059,P037,2024-11-25,3,4229.97
O00293,C0059,P018,2024-11-25,9,3675.69
O00294,C0063,P046,2024-08-16,1,1308.47
O00294,C0063,P028,2024-08-16,9,3214.85
O00295,C0005,P048,2025-03-13,1,2199.33
O00296,C0098,P021,2024-05-18,4,4164.08
O00297,C0009,P001,2025-03-15,6,222.55
O00297,C0009,P026,2025-03-15,1,4291.06
O00298,C0080,P046,2025-03-04,1,1308.47
O00298,C0080,P033,2025-03-04,9,2717.29
O00298,C0080,P001,2025-03-04,5,222.55
O00298,C0080,P027,2025-03-04,9,1962.62
O00298,C0080,P021,2025-03-04,5,4164.08
O00299,C0003,P041,2024-09-27,2,4574.37
O00299,C0003,P034,2024-09-27,9,900.67
O00299,C0003,P041,2024-09-27,3,4574.37
O00299,C0003,P046,2024-09-27,4,1308.47
O00299,C0003,P006,2024-09-27,4,1171.33
O00300,C0080,P013,2024-05-18,8,1461.57
O00300,C0080,P018,2024-05-18,10,3675.69
O00300,C0080,P040,2024-05-18,4,1411.93
O00300,C0080,P004,2024-05-18,4,526.0
O00300,C0080,P048,2024-05-18,5,2199.33
O00301,C0088,P033,2024-10-31,1,2717.29
O00302,C0012,P019,2025-03-29,3,711.65
O00302,C0012,P028,2025-03-29,2,3214.85
O00302,C0012,P003,2025-03-29,8,3708.71
O00302,C0012,P001,2025-03-29,7,222.55
O00303,C0083,P029,2024-10-04,9,897.01
O00303,C0083,P043,2024-10-04,1,1141.87
O00303,C0083,P005,2024-10-04,4,255.74
O00304,C0028,P024,2024-04-15,10,324.54
O00304,C0028,P003,2024-04-15,1,3708.71
O00304,C0028,P004,2024-04-15,3,526.0
O00304,C0028,P047,2024-04-15,6,2740.99
O00304,C0028,P045,2024-04-15,1,800.07
O00305,C0027,P008,2025-01-15,10,1074.3
O00305,C0027,P042,2025-01-15,4,4394.2
O00305,C0027,P042,2025-01-15,10,4394.2
O00305,C0027,P047,2025-01-15,7,2740.99
O00305,C0027,P015,2025-01-15,9,600.83
O00306,C0043,P038,2024-06-04,9,1222.34
O00306,C0043,P007,2024-06-04,6,3049.89
O00306,C0043,P050,2024-06-04,1,4986.9
O00306,C0043,P037,2024-06-04,2,4229.97
O00307,C0056,P042,2024-09-16,10,4394.2
O00307,C0056,P018,2024-09-16,10,3675.69
O00308,C0051,P002,2025-03-14,8,1299.97
O00308,C0051,P014,2025-03-14,4,4790.34
O00308,C0051,P050,2025-03-14,6,4986.9
O00309,C0071,P022,2024-12-20,10,4438.71
O00309,C0071,P034,2024-12-20,5,900.67
O00309,C0071,P034,2024-12-20,4,900.67
O00309,C0071,P005,2024-12-20,2,255.74
O00310,C0011,P008,2024-06-08,7,1074.3
O00310,C0011,P036,2024-06-08,6,1176.11
O00310,C0011,P032,2024-06-08,6,3084.74
O00311,C0014,P001,2024-05-09,5,222.55
O00312,C0057,P039,2024-10-09,7,4044.72
O00312,C0057,P006,2024-10-09,8,1171.33
O00312,C0057,P005,2024-10-09,9,255.74
O00313,C0072,P021,2025-02-07,6,4164.08
O00313,C0072,P002,2025-02-07,7,1299.97
O00313,C0072,P018,2025-02-07,1,3675.69
O00313,C0072,P005,2025-02-07,5,255.74
O00313,C0072,P030,2025-02-07,7,1126.58
O00314,C0050,P037,2024-07-21,9,4229.97
O00315,C0032,P027,2024-08-19,3,1962.62
O00315,C0032,P035,2024-08-19,2,1422.74
O00315,C0032,P009,2024-08-19,3,2155.65
O00315,C0032,P014,2024-08-19,7,4790.34
O00315,C0032,P014,2024-08-19,5,4790.34
O00316,C0054,P025,2024-12-08,4,3888.03
O00316,C0054,P004,2024-12-08,8,526.0
O00316,C0054,P013,2024-12-08,10,1461.57
O00317,C0079,P023,2025-01-04,1,2929.03
O00317,C0079,P007,2025-01-04,7,3049.89
O00318,C0043,P019,2024-09-11,10,711.65
O00318,C0043,P044,2024-09-11,3,2038.6
O00318,C0043,P023,2024-09-11,5,2929.03
O00318,C0043,P022,2024-09-11,6,4438.71
O00318,C0043,P042,2024-09-11,10,4394.2
O00319,C0089,P024,2024-12-18,7,324.54
O00319,C0089,P009,2024-12-18,6,2155.65
O00320,C0038,P049,2024-05-11,7,2057.06
O00320,C0038,P040,2024-05-11,6,1411.93
O00320,C0038,P017,2024-05-11,2,3058.26
O00320,C0038,P015,2024-05-11,10,600.83
O00321,C0026,P050,2025-03-06,4,4986.9
O00321,C0026,P009,2025-03-06,8,2155.65
O00321,C0026,P039,2025-03-06,5,4044.72
O00321,C0026,P002,2025-03-06,2,1299.97
O00321,C0026,P037,2025-03-06,7,4229.97
O00322,C0087,P007,2024-08-15,7,3049.89
O00322,C0087,P016,2024-08-15,7,573.91
O00322,C0087,P013,2024-08-15,2,1461.57
O00322,C0087,P008,2024-08-15,8,1074.3
O00323,C0077,P030,2025-03-07,7,1126.58
O00323,C0077,P027,2025-03-07,9,1962.62
O00323,C0077,P047,2025-03-07,1,2740.99
O00323,C0077,P044,2025-03-07,6,2038.6
O00324,C0090,P030,2024-12-27,3,1126.58
O00324,C0090,P046,2024-12-27,10,1308.47
O00324,C0090,P006,2024-12-27,1,1171.33
O00324,C0090,P013,2024-12-27,10,1461.57
O00324,C0090,P034,2024-12-27,7,900.67
O00325,C0097,P049,2025-03-09,5,2057.06
O00325,C0097,P022,2025-03-09,4,4438.71
O00325,C0097,P001,2025-03-09,9,222.55
O00326,C0096,P028,2024-11-03,10,3214.85
O00326,C0096,P035,2024-11-03,9,1422.74
O00326,C0096,P012,2024-11-03,3,3520.88
O00326,C0096,P019,2024-11-03,6,711.65
O00326,C0096,P024,2024-11-03,1,324.54
O00327,C0062,P015,2024-09-04,2,600.83
O00328,C0015,P018,2024-08-10,4,3675.69
O00328,C0015,P018,2024-08-10,9,3675.69
O00329,C0062,P024,2024-12-09,6,324.54
O00329,C0062,P022,2024-12-09,2,4438.71
O00329,C0062,P035,2024-12-09,5,1422.74
O00330,C0006,P002,2025-01-14,6,1299.97
O00331,C0083,P034,2025-03-20,3,900.67
O00332,C0095,P026,2025-01-29,6,4291.06
O00332,C0095,P028,2025-01-29,9,3214.85
O00333,C0055,P012,2024-10-16,7,3520.88
O00333,C0055,P021,2024-10-16,7,4164.08
O00333,C0055,P010,2024-10-16,1,2987.4
O00333,C0055,P033,2024-10-16,10,2717.29
O00334,C0026,P030,2025-03-14,2,1126.58
O00334,C0026,P020,2025-03-14,10,486.12
O00334,C0026,P036,2025-03-14,2,1176.11
O00334,C0026,P011,2025-03-14,9,3818.16
O00335,C0024,P017,2024-11-06,8,3058.26
O00335,C0024,P023,2024-11-06,9,2929.03
O00335,C0024,P014,2024-11-06,6,4790.34
O00336,C0077,P031,2024-04-23,10,3538.92
O00336,C0077,P030,2024-04-23,3,1126.58
O00336,C0077,P018,2024-04-23,5,3675.69
O00336,C0077,P043,2024-04-23,10,1141.87
O00337,C0076,P034,2024-12-05,6,900.67
O00338,C0016,P016,2024-05-06,3,573.91
O00338,C0016,P010,2024-05-06,9,2987.4
O00339,C0050,P030,2024-07-10,9,1126.58
O00339,C0050,P029,2024-07-10,3,897.01
O00339,C0050,P022,2024-07-10,9,4438.71
O00339,C0050,P025,2024-07-10,3,3888.03
O00340,C0063,P008,2024-12-11,1,1074.3
O00340,C0063,P016,2024-12-11,6,573.91
O00340,C0063,P023,2024-12-11,1,2929.03
O00341,C0063,P010,2024-12-31,9,2987.4
O00341,C0063,P020,2024-12-31,9,486.12
O00342,C0084,P021,2025-04-02,3,4164.08
O00342,C0084,P025,2025-04-02,2,3888.03
O00342,C0084,P036,2025-04-02,10,1176.11
O00342,C0084,P023,2025-04-02,1,2929.03
O00343,C0098,P015,2024-07-30,9,600.83
O00343,C0098,P014,2024-07-30,5,4790.34
O00344,C0022,P029,2024-07-07,10,897.01
O00344,C0022,P039,2024-07-07,2,4044.72
O00344,C0022,P025,2024-07-07,5,3888.03
O00344,C0022,P026,2024-07-07,9,4291.06
O00345,C0047,P042,2025-01-25,2,4394.2
O00345,C0047,P003,2025-01-25,4,3708.71
O00345,C0047,P036,2025-01-25,5,1176.11
O00345,C0047,P028,2025-01-25,1,3214.85
O00345,C0047,P050,2025-01-25,8,4986.9
O00346,C0034,P044,2024-05-15,2,2038.6
O00346,C0034,P005,2024-05-15,4,255.74
O00346,C0034,P044,2024-05-15,4,2038.6
O00347,C0095,P035,2024-09-25,4,1422.74
O00347,C0095,P044,2024-09-25,4,2038.6
O00347,C0095,P031,2024-09-25,1,3538.92
O00347,C0095,P022,2024-09-25,10,4438.71
O00347,C0095,P031,2024-09-25,6,3538.92
O00348,C0069,P030,2024-05-18,5,1126.58
O00348,C0069,P009,2024-05-18,5,2155.65
O00348,C0069,P049,2024-05-18,10,2057.06
O00349,C0035,P050,2025-01-30,1,4986.9
O00349,C0035,P034,2025-01-30,5,900.67
O00349,C0035,P005,2025-01-30,3,255.74
O00349,C0035,P049,2025-01-30,3,2057.06
O00349,C0035,P040,2025-01-30,4,1411.93
O00350,C0019,P042,2024-12-12,8,4394.2
O00350,C0019,P039,2024-12-12,3,4044.72
O00350,C0019,P034,2024-12-12,10,900.67
O00351,C0081,P032,2025-01-08,2,3084.74
O00351,C0081,P019,2025-01-08,7,711.65
O00351,C0081,P004,2025-01-08,9,526.0
O00352,C0096,P035,2025-03-14,8,1422.74
O00352,C0096,P044,2025-03-14,6,2038.6
O00352,C0096,P023,2025-03-14,10,2929.03
O00353,C0001,P037,2024-05-19,8,4229.97
O00354,C0082,P043,2024-09-29,7,1141.87
O00354,C0082,P040,2024-09-29,4,1411.93
O00354,C0082,P020,2024-09-29,8,486.12
O00355,C0035,P042,2024-06-13,10,4394.2
O00355,C0035,P017,2024-06-13,8,3058.26
O00355,C0035,P029,2024-06-13,6,897.01
O00356,C0088,P003,2025-01-04,8,3708.71
O00357,C0003,P047,2024-08-04,3,2740.99
O00358,C0057,P001,2025-03-26,3,222.55
O00358,C0057,P048,2025-03-26,5,2199.33
O00358,C0057,P011,2025-03-26,3,3818.16
O00358,C0057,P035,2025-03-26,5,1422.74
O00359,C0012,P013,2024-04-21,3,1461.57
O00359,C0012,P019,2024-04-21,1,711.65
O00359,C0012,P046,2024-04-21,7,1308.47
O00360,C0081,P037,2024-04-27,2,4229.97
O00360,C0081,P038,2024-04-27,2,1222.34
O00360,C0081,P022,2024-04-27,1,4438.71
O00361,C0028,P004,2024-08-13,1,526.0
O00361,C0028,P030,2024-08-13,6,1126.58
O00361,C0028,P026,2024-08-13,2,4291.06
O00361,C0028,P023,2024-08-13,7,2929.03
O00362,C0089,P024,2025-02-13,2,324.54
O00362,C0089,P012,2025-02-13,2,3520.88
O00363,C0014,P019,2024-05-01,3,711.65
O00363,C0014,P015,2024-05-01,3,600.83
O00363,C0014,P020,2024-05-01,2,486.12
O00364,C0068,P001,2024-08-01,3,222.55
O00364,C0068,P033,2024-08-01,7,2717.29
O00364,C0068,P023,2024-08-01,10,2929.03
O00364,C0068,P037,2024-08-01,8,4229.97
O00364,C0068,P032,2024-08-01,4,3084.74
O00365,C0012,P008,2024-08-27,2,1074.3
O00366,C0076,P018,2024-09-02,2,3675.69
O00366,C0076,P022,2024-09-02,4,4438.71
O00366,C0076,P040,2024-09-02,9,1411.93
O00366,C0076,P013,2024-09-02,10,1461.57
O00367,C0077,P015,2024-09-24,4,600.83
O00367,C0077,P048,2024-09-24,9,2199.33
O00367,C0077,P002,2024-09-24,10,1299.97
O00367,C0077,P043,2024-09-24,9,1141.87
O00367,C0077,P044,2024-09-24,4,2038.6
O00368,C0096,P015,2024-06-05,8,600.83
O00368,C0096,P003,2024-06-05,7,3708.71
O00368,C0096,P045,2024-06-05,2,800.07
O00368,C0096,P048,2024-06-05,4,2199.33
O00369,C0064,P004,2024-07-13,7,526.0
O00369,C0064,P045,2024-07-13,10,800.07
O00369,C0064,P001,2024-07-13,7,222.55
O00369,C0064,P019,2024-07-13,6,711.65
O00369,C0064,P016,2024-07-13,9,573.91
O00370,C0088,P039,2024-11-02,2,4044.72
O00370,C0088,P048,2024-11-02,1,2199.33
O00371,C0076,P001,2024-09-17,4,222.55
O00372,C0006,P048,2024-11-15,7,2199.33
O00373,C0065,P032,2024-12-30,7,3084.74
O00373,C0065,P026,2024-12-30,2,4291.06
O00373,C0065,P021,2024-12-30,9,4164.08
O00374,C0069,P008,2025-02-11,3,1074.3
O00374,C0069,P005,2025-02-11,9,255.74
O00374,C0069,P004,2025-02-11,6,526.0
